lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
4092	Select corresponding checkboxes to delete					Selecteer overeenkomstige checkboxen om te verwijderen																				Seleziona le caselle di spunta corrispondenti da eliminare			dummy
4093	Select Criteria to Remove					Selecteer criteria om tre verwijderen											Επιλέξτε κριτήρια για αφαίρεση					Vælg kriterie for at fjerne	Kaldırılacak kriterleri seçiniz.			Seleziona i criteri da rimuovere			dummy
4094	Select Data Required for De Identification					Data selecteren voor De-Identificatie											Επιλογή δεδομένων που απαιτούνται για Απο Ταυτοποίηση						Kimliksizleştirme için Gereken Verileri Seçiniz			Seleziona i dati che si richiede siano de-identificati			dummy
4095	Select data to be included in De Identified data					Data selecteren om in te sluiten bij De-Identificatie											Επιλογή δεδομένων για να περιληφθούν στα Απο Ταυτοποιημένα δεδομένα						Kimliksizleştirme verisinin içereceği verileri deçiniz			Seleziona i dati da includere tra i dati de-identificati			dummy
4096	Select date		Elegir fecha	Elegir fecha		Kies datum		Sélectionner date					Выберите дату				Επιλογή ημερομηνίας		Seleccionar data			Vælg dato	Tarihi seçiniz			Seleziona la data			dummy
4097	Select desired squad					Selecteer gewesnte squad																				Seleziona la squadra desiderata			dummy
4098	Select Diagnosis					Selecteer Diagnose		Sélectionner Diagnostic									Επιλογή διάγνωσης		Seleccionar Diagnóstico			Vælg diagnose	Tanıyı Seçiniz			Seleziona diagnosi			dummy
4099	Select Diagnosis for De Identification request					Selecteer Diagnose voor De-Identificatie verzoek											Επιλογή διάγνωσης για αίτημα Απο Ταυτοποίησης						Kimliksizleştirme istemi için Tanıyı Seçiniz			Seleziona le diagnosi per la richiesta di de-identificazione			dummy
4100	Select Drug					Selecteer Medicatie		Sélectionner Médication									Επιλογή Φαρμάκου		Seleccionar Droga			Vælg præpprarat	İlacı Seçiniz			Seleziona droga			dummy
4101	Select Drugs					Selecteer medicaties		Sélectionner Médications									Επιλογή Φαρμάκων		Seleccionar Drogas			Vælg præpparater	İlaçları Seçiniz			Seleziona droghe			dummy
4102	Select Drugs for De Identification request					Slecteer medicatie voor De-Identificatie verzoek											Επιλογή Φαρμάκων για αίτημα Απο Ταυτοποίησης						Kimliksizleştirme isteği için İlaçları Seçiniz			Seleziona le droghe per la richiesta di de-identificazione			dummy
4103	Select EDI-271 file					Selecteer EDI-271 file											Επιλογή αρχείου EDI-271						EDI-271 dosyasını seçin			Seleziona il file EDI-271			dummy
4104	Select field		Elegir campo	Elegir campo		Kies veld		Sélectionner champ									Επιλογή Πεδίου		Campo seleccionado	Selecionar campo			Alanı seçiniz			Seleziona il campo			dummy
4105	Select Fields		Seleccione Sector 	Seleccione Sector 		Selecteer velden		Sélectionner Champs									Επιλογή Πεδίων		Campos Seleccionados	Selecione Campo			Alanları Seçiniz			Seleziona i campi			dummy
4106	Select for printing		Seleccionar para Imprimir 	Seleccionar para Imprimir 		Selecteer voor afdrukken		Sélection à imprimer									Επιλογή για εκτύπωση		Seleccione para imprimir	Selecionar para impressão		Vælg for at printe	Yazdırmak için Seçiniz			Seleziona per la stampa			dummy
4107	Select Immunizations					Selecteer Vaccinaties		Sélectionner Vaccins									Επιλογή Εμβολίων	Select Immunisations	Seleccione Imunizações				Aşıları Seçiniz			Seleziona Immunizzazioni			dummy
4108	Select Immunizations for De Identification request					Selecteer Vaccinatie bij De-Identificatie verzoek											Επιλογή Εμβολίων για αίτημα Απο Ταυτοποίησης	Select Immunisations for De Identification request					Kimliksizleştirme istemi için Aşıları Seçiniz			Seleziona le immunizzazioni per la richiesta di de-identificazione			dummy
4109	Select Insurance, by typing					Selecteer verzekering, door te typen		Sélectionner Assurance, en tapant									Επιλογή Ασφάλεια, πληκτρολογώντας						Sigortayı yazıp seçin			Seleziona l\'assicurazione, scrivendo			dummy
4110	Select Issue		Seleccione Edición 	Seleccione Edición 		Probleem selecteren		Sélectionner Problème									Επιλογή Ιατρικού θέματος		Assunto seleto	Emissão Selecione		Vælg emne	Konuyu Seçiniz			Seleziona la Tematica			dummy
4111	Select Language					Selecteer TAAL		Sélectionner Langue									Επιλογή Γλώσσας		Seleccione Idioma			Vælg sprog	Dili Seçiniz			Seleziona la lingua			dummy
4112	Select the configuration items to export		Elija los items de configuracion para exportar	Elija los items de configuracion para exportar		Selecteer de items voor exporteren											Επιλέξτε τα στοιχεία ρύθμισης για εξαγωγή		Selecione os artigos de configuração para exportar	Selecione os itens de configuração para exportação			Dışarı aktarılacak yapılandırma konularını seçiniz			Seleziona gli elementi della configurazione da esportare			dummy
4113	Select the issue primarily responsible for any missed events on this day		Elija el asunto primario responsable por eventos fallidos este dia	Elija el asunto primario responsable por eventos fallidos este dia		Selecteer het probleem welke de oorzaak is voor het gemiste evenement van deze dag											Επιλέξτε τον κυρίως υπεύθυνο παράγοντα για όποια συμβάντα δεν έλαβαν χώρα σε αυτή την ημέρα						Bu günün atlanmış herhangi bir olayından esas olarak sorumlu konuyu seçiniz						dummy
4114	Select User					Slecteer User		Sélectionner Utilisateur											Selecionar Utilizador			Vælg bruger				Seleziona Utente			dummy
4115	Select Users From The Dropdown List					Selecteer Users van de dropdown lijst		Sélectionner Utilisateurs dans Liste déroulante											Selecionar Utilizador da Lista			Vælg brugere fra Dropdown-listen				Selziona gli utenti dall\'elenco a discesa			dummy
4116	Select which languages, if any, may be chosen at login. (only pertinent if above All Languages Allowed is turned off)					Selecteer welke talen, indien nodig, gekozen moet voor andere keuzes bij inloggen (Alleen van belang als ALLE TALEN hierboven is uitgezet)											Εάν πρέπει, επιλέξτε ποιες γλώσσες μπορούν να επιλεγούν κατά την είσοδο στο πρόγραμμα (ισχύει μόνο αν η παραπάνω επιλογή Επιτρέπονται Όλες οι Γλώσσες είναι απενεργοποιημένη)						Girişte varsa hangi dillerin seçilebileceğini seçiniz( Tüm dillere izin ver seçeneğinin kapalı olması durumunda)			Seleziona quali lingue, se alcuna, può essere scelta all\'ingresso. (pertinente solo se il precedente Consentite tutte le lingue è disattivato)			dummy
4117	Select Yes to confirm group deletion		Seleccione Sí para confirmar la eliminación del grupo 	Seleccione Sí para confirmar la eliminación del grupo 		Kies JA voor groeps gewijs verwijderen											Επιλέξτε Ναι για να επιβεβαιώσετε τη Διαγραφή της ομάδας 		Selecione Sim para confirmar apagamento de grupo	Selecione Sim para confirmar a exclusão do grupo			Grup silmeyi onaylamak için Evet seçiniz			Seleziona Si per confermare l\'eliminazione del gruppo			dummy
4118	Selected				Selektiert	Geselecteerd											Επιλεγμένο		Seleccionado			Valgt	Seçili			Selezionato			dummy
4119	Selected Encounter					Gekozen encounter																Vælg møde				Incontro selezionato			dummy
4120	Self		Uno Mismo	Uno Mismo	Selbst	Zelf											Εαυτός		Ego	Self			Kendi			Se stesso			dummy
4121	Self Pay	Egen lön 	Paga del uno mismo	Paga del uno mismo		Betaald zelf										Cukup Bayar	Αυτο-πληρωμή		Pagamento de ego	Pagamento Self		Egenbetaling	Ücretli			Pagato da se stesso			dummy
4122	Send		Enviar	Enviar	Senden	Sturen											Αποστολή		Enviar			Send	Gönder			Invia			dummy
4123	Send in progress	Överföring pågår 	Envíe en curso 	Envíe en curso 	Wird gesendet	Bezig met verzenden										Kirim dalam proses	Αποστολή σε εξέλιξη		Envio em progresso	Enviar em andamento		Överföring pågår 	Gönderme devam ediyor			Invio in corso			dummy
4124	Send message				Nachricht senden	Bericht versturen											Αποστολή μηνύματος		Enviar mensagem			Send besked	Mesaj gönder			Invia Messaggio			dummy
4125	Send Reminders Batch					Verstuur reminder batch																							dummy
4126	Send reminders to patients per patient preference for preventive/follow up care.					Verstuur reminders aan patienten per patientmet voorkeur voor perventie/followup verzorging																							dummy
4127	Send Summaries with Referrals					Vertuur samenvatting met verwijzingen																							dummy
4128	Send this file		Enviar este file	Enviar este file	Datei senden	Verstuur deze file											Αποστολή αυτού του αρχείου		Enviar este ficheiro			Send denne fil	Bu dosyayı gönder			Invia questo file			dummy
4129	Sender	Avsändare 	Remitente	Remitente	Absender	Afzender										Pengirim	Αποστολέας 		Remetente	Remetente		Afsender	Gönderici			Inviante			dummy
4130	Sender ID	Avsändar ID	Identificación del Remitente 	Identificación del Remitente 	Absender ID	ID van afzender										ID	Αναγνωριστικό αποστολέα		Remetente ID	Remetente ID		Avsändar ID	Gönderici ID			ID inviante			dummy
4131	Sender ID (ISA06)		Remitente ID (ISA06)	Remitente ID (ISA06)	Absender ID (ISA06)	ID (ISA06) afzender											Αναγνωριστικό αποστολέα (ISA06)						Gönderici ID (ISA06)			ID inviante (ISA06)			dummy
4132	Sender ID Qualifier (ISA05)		Calificador del remitente ID (ISA05)	Calificador del remitente ID (ISA05)	Absender ID (ISA05)	ID Qualifier (ISA05) afzender											Αρμόδιο αναγνωριστικό αποστολέα (ISA05)						Gönderici ID Niteleyici (ISA05)			ID Qualificatore inviante (ISA05)			dummy
4133	Sensitivities		Sensibilidades 	Sensibilidades 	Befindlichkeiten	Gevoeligheden											Ευαισθησίες 		Sensibilidades	Sensibilidades			Duyarlılıklar			Sensibilità			dummy
4134	Sensitivity:	Känslighet: 	Sensibilidad: 	Sensibilidad: 	Empfindlichkeit:	Urgentie										Sensitivity:	Ευαισθησία: 		Sensibilidade:	Sensibilidade:		Känslighet: 	Duyarlılık			Sensibilità:			dummy
4135	Sensory exam normal		Examen sensorial normal	Examen sensorial normal		Sensorisch onderzoek normaal										Sensory ujian normal	Αισθητική εξέταση φυσιολογική		Normal de exame sensório	Sensorial exame normal			Duyusal muayene normal			Esame sensoriale normale			dummy
4136	Sent Items					Verstuur Items																Sendte emner				Elementi inviati			dummy
4137	Sent Medical Records?					Vertuur medische verlagleggingen?																				Inviate le registrazioni mediche?			dummy
4138	Sent successfully	Skickats 	Enviado con éxito 	Enviado con éxito 	Erfolgreich gesendet	Verzenden is gelukt										Berhasil dikirim	Απεστάλη επιτυχώς		Enviado prosperamente	Enviada com sucesso!		Sendt	Başarıyla gönderildi			Inviato con successo			dummy
4139	sent to printer.	skickas till skrivaren. 	Enviado a Impresora	Enviado a Impresora	Drucken	Verstuur naar printer										dikirim ke printer.	απεστάλη στον εκτυπωτή		enviado para a impressora.	enviadas para a impressora.		Sendt til printer	yazıcıya gönderildi			inviato alla stampante.			dummy
4140	Sep		Sep	Sep		Sep		sept.	sept.				Сен				Σεπ		Set				Eyl			Sett			dummy
4141	Separated	Separerade	Separado 	Separado 	Getrennt	Uit elkaar		Séparé	Séparé							Dipisahkan	Χωρισμένος/η		Separado(a)	Separado		Separeret	Ayrılmış			Separato			dummy
4142	September	September 	Septiembre	Septiembre	September	September		Septembre	Septembre				Сентябрь			September	Σεπτέμβριος		Setembro	Setembro		September 	Eylül			Settembre			dummy
4143	Seq					Seq		Séq.	Séq.								Σειρά						Ard			Seq			dummy
4144	Sequence		Sequencia	Sequencia		Reeks		Séquence	Séquence								Αλληλουχία		Sequência			Sekvens	Ardışıklık			Sequenza			dummy
4145	Service		Servicio	Servicio	Service	Service		Service	Service								Υπηρεσία		Serviço			Service	Hizmet			Prestazione			dummy
4146	Service Category		Categoría de Servicio 	Categoría de Servicio 	Service Kategorie	Categorie verleende Service		Catégorie de service	Catégorie de service								Κατηγορία υπηρεσιών 		Categoria Serviço	Categoria de Serviço		Service kategori	Hizmet Kategorisi			Categoria della prestazione			dummy
4147	Service Code				Service Code	Service code		Code de service	Code de service								Κωδικός υπηρεσίας		Código Serviço			Service kode	Hizmet Kodu			Codice della prestazione			dummy
4148	Service Codes				Service Codes	Service codes		Codes service	Codes service								Κωδικοί υπηρεσίας		Códigos Serviço			Service koder	Hizmet Kodları			Codici delle prestazioni			dummy
4149	Service Date		Fecha de Servicio	Fecha de Servicio	Service Datum	Dienst datum		Date de service	Date de service								Ημερομ. παροχής Υπηρεσίας		Data de Serviço	Data Serviço		Service dato	Hizmet Tarihi			Data della prestazione			dummy
4150	Service Date:	Service Datum: 	Fecha de Servicio:	Fecha de Servicio:	Service Datum:	Service datum		Date de service:	Date de service:							Layanan Tanggal:	Ημερομ. παροχής υπηρεσίας:		Data de Serviço:	Data Serviço:		Service dato:	Hizmet Tarihi:			Data della prestazione:			dummy
4151	Service Location	Service Location 	Servicio de Localización 	Servicio de Localización 	Service Ort	Service locatie		Emplacement du service	Emplacement du service							Lokasi Layanan	Τοποθεσία παροχής υπηρεσίας		Localização do Serviço	Localização		Service Location 	Hizmet Yeri			Luogo della prestazione			dummy
4152	Service provided by specialist		Servicio prestado por el especialista 	Servicio prestado por el especialista 		Dienstverlening door specialist		Service fourni par un spécialiste	Service fourni par un spécialiste							Layanan yang disediakan oleh pakar	Η υπηρεσία παρεσχέθη από Ειδικό		Serviço efectuado pelo especialista	Serviço prestado pelo especialista			Hizmet uzman tarafından verildi			Prestazione fornito da specialista			dummy
4153	Services	Tjänster 	Servicios	Servicios		Verleende diensten		Services	Services							Layanan	Υπηρεσίες		Serviços	Serviços		Tjenester	Hizmetler			Prestazioni			dummy
4154	Services by Category	Tjänster efter kategori 	Servicios por Categoría 	Servicios por Categoría 		Diensten per Categorie		Services par Catégorie	Services par Catégorie							Layanan oleh Kategori	Υπηρεσίες ανά Κατηγορία		Serviços por Categoria	Serviços por Categoria		Tjenester efter kategori	Kategoriye göre Hizmetler			Prestazioni per categoria			dummy
